ingest_ts,run_id,screen_batch,strategy_id,source_file,translated,is_sharpe,deflated_sharpe,max_drawdown,turnover,oos_years_decay,cluster_id,verdict,verdict_reason,screened_at,notes,num_trials
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-0319395c57a7,scripts/backtest/translated/c4_backlog3_mclean_screen.py,1,0.418,0.0018,-0.0713,0.049,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-13 18:34:06.834000+00:00,SCR-C4-20260914-023406,C4-translated-20260912,CAND-e8017cc1adc5,scripts/backtest/translated/c4_e8017cc1adc5_cheap_stock.py,1,-0.804,0.0,-0.0499,0.0072,,,translated_c4,c4_batch_screen,2026-09-14 02:34:06+08:00,window=2020-01-01/2023-12-31; kind=stock,2
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-ea8b60272c03,scripts/backtest/translated/c4_ea8b60272c03_300etf_1060.py,1,-0.314,0.0,-0.3328,0.0119,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=index,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-eaddc3f9db4e,scripts/backtest/translated/c4_eaddc3f9db4e_rsrs_r2.py,1,-0.471,0.0,-0.3926,0.0149,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=index,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-f284270f0ef0,scripts/backtest/translated/c4_f284270f0ef0_macd_timing.py,1,-0.357,0.0,-0.3737,0.0464,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=index,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-fd47fa0e6401,scripts/backtest/translated/c4_fd47fa0e6401_macd_resonance.py,1,-1.46,0.0,-0.9147,0.5753,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-fdbc279fba99,scripts/backtest/translated/c4_fdbc279fba99_rps_oinl.py,1,0.0,0.0001,0.0,0.0,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,FACT-4228020a,scripts/backtest/translated/c4_fact_4228020a.py,1,0.755,0.0136,-0.3697,0.1181,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,FACT-4b200528,scripts/backtest/translated/c4_fact_4b200528.py,1,0.353,0.0014,-0.4516,0.2375,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,FACT-4db4c41e,scripts/backtest/translated/c4_fact_4db4c41e.py,1,0.901,0.0278,-0.3665,0.0,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,FACT-4f749668,scripts/backtest/translated/c4_fact_4f749668.py,1,0.718,0.0113,-0.4029,0.1189,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-16 04:39:28.774000+00:00,SCR-C4-20260916-123928,C4-translated-20260912,FACT-e293e217,scripts/backtest/translated/c4_fact_e293e217.py,1,0.491,0.0032,-0.3751,0.0858,,,translated_c4,c4_batch_screen,2026-09-16 12:39:28+08:00,window=2020-01-01/2023-12-31; kind=stock,4482
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,FACT-e831084c,scripts/backtest/translated/c4_fact_e831084c.py,1,0.205,0.0005,-0.4968,0.2266,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-DIV-HIGH-020,scripts/backtest/translated/c4_valuation_div_high.py,1,-0.34,0.0,-0.0107,0.0066,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-14 17:28:30.887000+00:00,SCR-C4-20260915-012830,C4-VAL2-20260915,VAL-DIV-NOPEG-020,scripts/backtest/translated/c4_valuation_v2_div_nopeg.py,1,-0.346,0.0,-0.0962,0.049,,,translated_c4,c4_batch_screen,2026-09-15 01:28:30+08:00,window=2020-01-01/2023-12-31; kind=stock,6
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-DIV-NOPEG-020,scripts/backtest/translated/c4_valuation_v2_div_nopeg.py,1,-0.345,0.0,-0.0932,0.0447,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-14 17:28:30.887000+00:00,SCR-C4-20260915-012830,C4-VAL2-20260915,VAL-DIV-PRETTY50-010,scripts/backtest/translated/c4_valuation_v2_pretty50_div.py,1,-2.2,0.0,-0.4646,0.2078,,,translated_c4,c4_batch_screen,2026-09-15 01:28:30+08:00,window=2020-01-01/2023-12-31; kind=stock,6
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-DIV-PRETTY50-010,scripts/backtest/translated/c4_valuation_v2_pretty50_div.py,1,-2.2439999999999998,0.0,-0.429,0.1836,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-14 17:28:30.887000+00:00,SCR-C4-20260915-012830,C4-VAL2-20260915,VAL-DIV-STEADY-005,scripts/backtest/translated/c4_valuation_v2_div_steady5.py,1,-0.089,0.0001,-0.0889,0.049,,,translated_c4,c4_batch_screen,2026-09-15 01:28:30+08:00,window=2020-01-01/2023-12-31; kind=stock,6
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-DIV-STEADY-005,scripts/backtest/translated/c4_valuation_v2_div_steady5.py,1,0.02,0.0001,-0.0803,0.0453,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-PB-LOW-020,scripts/backtest/translated/c4_valuation_pb_low.py,1,-0.679,0.0,-0.0134,0.0107,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-14 17:28:30.887000+00:00,SCR-C4-20260915-012830,C4-VAL2-20260915,VAL-PB-LOWTURN-035,scripts/backtest/translated/c4_valuation_v2_pb_lowturn.py,1,-0.203,0.0,-0.0691,0.049,,,translated_c4,c4_batch_screen,2026-09-15 01:28:30+08:00,window=2020-01-01/2023-12-31; kind=stock,6
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-PB-LOWTURN-035,scripts/backtest/translated/c4_valuation_v2_pb_lowturn.py,1,-0.424,0.0,-0.0463,0.0276,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-PE-LOW-020,scripts/backtest/translated/c4_valuation_pe_low.py,1,-0.159,0.0,-0.0102,0.0053,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-PE-ZZ500-020,scripts/backtest/translated/c4_valuation_pe_zz500.py,1,-0.356,0.0,-0.0203,0.0064,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-PEPB-DOUBLE-020,scripts/backtest/translated/c4_valuation_pe_pb_double.py,1,-0.298,0.0,-0.078,0.049,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-14 17:28:30.887000+00:00,SCR-C4-20260915-012830,C4-VAL2-20260915,VAL-WIZ-CITICS-020,scripts/backtest/translated/c4_valuation_v2_wiz_citics.py,1,-0.569,0.0,-0.0905,0.049,,,translated_c4,c4_batch_screen,2026-09-15 01:28:30+08:00,window=2020-01-01/2023-12-31; kind=stock,6
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-WIZ-CITICS-020,scripts/backtest/translated/c4_valuation_v2_wiz_citics.py,1,-0.406,0.0,-0.0369,0.0223,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-14 17:28:30.887000+00:00,SCR-C4-20260915-012830,C4-VAL2-20260915,VAL-WIZ-VALUE1-020,scripts/backtest/translated/c4_valuation_v2_wiz_value1.py,1,-0.181,0.0,-0.0717,0.049,,,translated_c4,c4_batch_screen,2026-09-15 01:28:30+08:00,window=2020-01-01/2023-12-31; kind=stock,6
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,VAL-WIZ-VALUE1-020,scripts/backtest/translated/c4_valuation_v2_wiz_value1.py,1,-0.161,0.0,-0.0581,0.0311,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
