draft	line	ctx	term	class	bm_hits
交易决策架构.md	300	upgrade	🆕v8.0 Alpha衰减独立监控	TRIAGE	0
交易决策架构.md	300	upgrade	策略级衰减→自动降权/下线	TRIAGE	0
交易决策架构.md	300	upgrade	L5=检测决策	TRIAGE	0
交易决策架构.md	300	upgrade	实时检测在L3运行时	TRIAGE	0
交易决策架构.md	301	upgrade	因子↔模型双向评估	COVERED	1
交易决策架构.md	302	upgrade	🆕v8.2 投票优先多Agent架构	COVERED	1
交易决策架构.md	302	upgrade	投票<100行	COVERED	1
交易决策架构.md	307	box	C-030	COVERED	1
交易决策架构.md	307	box	C-031	COVERED	1
交易决策架构.md	310	upgrade	VeNRA	COVERED	2
交易决策架构.md	310	upgrade	Double	COVERED	1
交易决策架构.md	310	upgrade	实体+数值双重锚定UFL	COVERED	1
交易决策架构.md	311	upgrade	Judge	COVERED	4
交易决策架构.md	311	upgrade	🆕v6.0 LLM自评估	COVERED	1
交易决策架构.md	311	upgrade	Judge+交叉验证	COVERED	1
交易决策架构.md	312	box	RTX4090	COVERED	1
交易决策架构.md	313	upgrade	SLM	COVERED	1
交易决策架构.md	313	upgrade	🆕v8.1 Sentinel幻觉检测器	TRIAGE	0
交易决策架构.md	313	upgrade	<50ms实时检测	COVERED	1
交易决策架构.md	314	upgrade	Spectral	COVERED	1
交易决策架构.md	318	box	C-003	COVERED	1
交易决策架构.md	319	box	C-033	COVERED	1
交易决策架构.md	320	upgrade	🆕密度预测模型V1~V4四层验证标准	TRIAGE	0
交易决策架构.md	320	upgrade	方向/校准度/策略PnL/端到端	TRIAGE	0
交易决策架构.md	321	upgrade	🆕共形预测V5验证	TRIAGE	0
交易决策架构.md	321	upgrade	分布无关覆盖率检查	COVERED	2
交易决策架构.md	326	box	B-014	COVERED	1
交易决策架构.md	329	box	C-008	TRIAGE	0
交易决策架构.md	333	box	C-029	COVERED	1
交易决策架构.md	334	box	Phase1-2	COVERED	3
交易决策架构.md	334	box	Phase3	COVERED	3
交易决策架构.md	334	box	Whisper	COVERED	2
交易决策架构.md	335	upgrade	🆕密度预测模型	COVERED	1
交易决策架构.md	336	upgrade	🆕v7.0 轨道2模型:端到端DL	TRIAGE	0
交易决策架构.md	336	upgrade	原始量价→方向信号	COVERED	1
交易决策架构.md	336	upgrade	/RL策略	COVERED	2
交易决策架构.md	336	upgrade	/Alpha挖掘	COVERED	2
交易决策架构.md	338	upgrade	Reflexion自我推理反思→策略自我修正	TRIAGE	0
交易决策架构.md	339	upgrade	🆕v8.0 分层Agent指挥链	TRIAGE	0
交易决策架构.md	340	upgrade	🆕v8.0 涌现行为检测器	TRIAGE	0
交易决策架构.md	341	upgrade	🆕v8.0 策略数字孪生	TRIAGE	0
交易决策架构.md	341	upgrade	每策略实时镜像副本→策略健康评估+衰减预警	COVERED	2
交易决策架构.md	342	upgrade	Kronos-mini	COVERED	4
交易决策架构.md	342	upgrade	Chronos/MOMENT/Moirai	COVERED	1
交易决策架构.md	342	upgrade	🆕v8.2 TSFM时序基础模型	TRIAGE	0
交易决策架构.md	343	box	FinDiff/Diffusion	COVERED	1
交易决策架构.md	343	box	GPU	EXCL_GENERIC	0
交易决策架构.md	344	box	DreamerV3/TD-MPC2	COVERED	1
交易决策架构.md	344	box	What	COVERED	12
交易决策架构.md	345	box	Classifier-Free	COVERED	1
交易决策架构.md	346	box	FinDiff/Diffusion-TS	COVERED	1
交易决策架构.md	346	box	Guidance	COVERED	1
交易决策架构.md	347	box	ABIDES	COVERED	1
交易决策架构.md	347	box	CPU	EXCL_GENERIC	0
交易决策架构.md	347	box	RAM	EXCL_GENERIC	0
交易决策架构.md	349	upgrade	LLM	EXCL_GENERIC	0
交易决策架构.md	349	upgrade	Agent	COVERED	150
交易决策架构.md	349	upgrade	Qwen	COVERED	6
交易决策架构.md	349	upgrade	MLflow	COVERED	7
交易决策架构.md	349	upgrade	TimeGAN	COVERED	2
交易决策架构.md	349	upgrade	+ 🆕模型注册	TRIAGE	0
交易决策架构.md	349	upgrade	+ 🆕数据增强	TRIAGE	0
交易决策架构.md	349	upgrade	TimeGAN/条件扩散	COVERED	2
交易决策架构.md	350	upgrade	🆕v8.0 模型灰度发布/影子部署	TRIAGE	0
交易决策架构.md	351	upgrade	FGSM	COVERED	7
交易决策架构.md	351	upgrade	🆕v8.0 ML模型对抗鲁棒性	COVERED	1
交易决策架构.md	351	upgrade	输入空间对抗检测+FGSM/PGD对抗训练增强	COVERED	1
交易决策架构.md	357	box	C-015	COVERED	1
交易决策架构.md	357	box	C-044	COVERED	1
交易决策架构.md	360	upgrade	Observability	TRIAGE	0
交易决策架构.md	360	upgrade	🆕v8.0 横切层	COVERED	1
交易决策架构.md	361	box	OpenTelemetry	EXCL_GENERIC	0
交易决策架构.md	367	upgrade	Event	COVERED	38
交易决策架构.md	367	upgrade	Sourcing	COVERED	3
交易决策架构.md	369	box	Store	COVERED	15
交易决策架构.md	369	box	Snapshot	COVERED	9
交易决策架构.md	372	box	Bus	COVERED	5
交易决策架构.md	375	upgrade	Config	COVERED	14
交易决策架构.md	375	upgrade	Center	COVERED	3
交易决策架构.md	381	box	YAML	COVERED	12
交易决策架构.md	384	upgrade	Data	COVERED	287
交易决策架构.md	384	upgrade	Quality	COVERED	19
交易决策架构.md	384	upgrade	SLA	EXCL_GENERIC	0
交易决策架构.md	387	box	NaN	COVERED	44
交易决策架构.md	387	box	Point-in	COVERED	7
交易决策架构.md	393	box	Regulatory	COVERED	7
交易决策架构.md	393	box	Automation	TRIAGE	0
交易决策架构.md	394	box	Act	COVERED	298
交易决策架构.md	394	box	Articles	TRIAGE	0
交易决策架构.md	401	upgrade	State	COVERED	56
交易决策架构.md	401	upgrade	Aggregator	COVERED	3
交易决策架构.md	412	upgrade	Model	COVERED	131
交易决策架构.md	412	upgrade	Context	TRIAGE	0
交易决策架构.md	412	upgrade	Protocol	TRIAGE	0
交易决策架构.md	412	upgrade	🆕v8.1 横切层	COVERED	1
交易决策架构.md	414	box	MCP	COVERED	8
交易决策架构.md	414	box	Server	TRIAGE	0
交易决策架构.md	415	box	Client	TRIAGE	0
交易决策架构.md	419	upgrade	Quantization	COVERED	2
交易决策架构.md	419	upgrade	Inference	COVERED	4
交易决策架构.md	420	box	QNN/GNN/RL	COVERED	1
交易决策架构.md	420	box	ONNX	COVERED	10
交易决策架构.md	420	box	Runtime	COVERED	2
交易决策架构.md	420	box	INT8	COVERED	4
交易决策架构.md	421	box	llama.cpp	COVERED	1
交易决策架构.md	421	box	GPTQ	COVERED	1
交易决策架构.md	421	box	INT4	COVERED	1
交易决策架构.md	437	box	Unified	COVERED	3
交易决策架构.md	437	box	Flow	COVERED	261
交易决策架构.md	453	box	RGCN/TGN/GAT	COVERED	2
交易决策架构.md	455	upgrade	DML	COVERED	11
交易决策架构.md	455	upgrade	Forest	COVERED	9
交易决策架构.md	456	box	DoWhy	COVERED	11
交易决策架构.md	509	upgrade	第一层：分级指标过滤	TRIAGE	0
交易决策架构.md	532	upgrade	数据来源：L0数据层 + L1因子层	TRIAGE	0
交易决策架构.md	610	box	Position	COVERED	132
交易决策架构.md	610	box	Triage	COVERED	1
交易决策架构.md	612	box	Watch	COVERED	12
交易决策架构.md	612	box	List	COVERED	16
交易决策架构.md	613	box	Monitor	COVERED	55
交易决策架构.md	614	box	Hold	COVERED	29
交易决策架构.md	629	upgrade	🆕v8.2 拥挤度卖出信号：C-045深度增强	TRIAGE	0
交易决策架构.md	629	upgrade	策略逻辑相似度+去杠杆原型+悖论防护	TRIAGE	0
交易决策架构.md	637	box	Multi-Timeframe	COVERED	1
交易决策架构.md	637	box	Confluence	COVERED	1
交易决策架构.md	648	box	Strategy-Specific	COVERED	4
交易决策架构.md	648	box	Stop	COVERED	53
交易决策架构.md	648	box	Framework	COVERED	7
交易决策架构.md	655	box	ATR	COVERED	50
交易决策架构.md	657	box	Stop-Hunting	COVERED	4
交易决策架构.md	657	box	Protection	COVERED	12
交易决策架构.md	661	box	Stop-Loss	COVERED	26
交易决策架构.md	661	box	Embedded	COVERED	1
交易决策架构.md	661	box	Option	COVERED	1
交易决策架构.md	667	box	Scaling	COVERED	13
交易决策架构.md	667	box	Out	COVERED	31
交易决策架构.md	667	box	Architecture	COVERED	53
交易决策架构.md	676	box	Exit	COVERED	15
交易决策架构.md	676	box	Scenario	COVERED	18
交易决策架构.md	676	box	Planning	TRIAGE	0
交易决策架构.md	683	box	Gap	COVERED	20
交易决策架构.md	683	box	Opening	COVERED	1
交易决策架构.md	686	box	Down	COVERED	33
交易决策架构.md	686	box	OBSERVING	COVERED	21
交易决策架构.md	703	box	T-Trade	COVERED	16
交易决策架构.md	703	box	Coordinator	COVERED	3
交易决策架构.md	704	box	SIGNAL/PC	TRIAGE	0
交易决策架构.md	731	box	SellDecision	COVERED	1
交易决策架构.md	735	box	NONE	COVERED	25
交易决策架构.md	735	box	BUILDING	COVERED	12
交易决策架构.md	735	box	ACTIVE	COVERED	26
交易决策架构.md	735	box	REDUCING	COVERED	8
交易决策架构.md	735	box	EXITING	COVERED	8
交易决策架构.md	735	box	CLOSED	COVERED	64
交易决策架构.md	780	upgrade	min	COVERED	132
交易决策架构.md	781	box	D-PF-ALLOC	EXCL_XREF	0
交易决策架构.md	784	box	Portfolio	COVERED	45
交易决策架构.md	784	box	Risk	COVERED	339
交易决策架构.md	784	box	Budgeting	TRIAGE	0
交易决策架构.md	785	box	Copula-GARCH	COVERED	1
交易决策架构.md	791	box	MRC	COVERED	5
交易决策架构.md	792	box	Time	COVERED	72
交易决策架构.md	792	box	Budget	COVERED	17
交易决策架构.md	801	box	D-PF-CORE	EXCL_XREF	0
交易决策架构.md	813	box	Anti-Pyramiding	COVERED	1
交易决策架构.md	827	box	Kelly	COVERED	70
交易决策架构.md	834	box	D-SELL-DECISION	EXCL_XREF	0
交易决策架构.md	835	box	PositionPlan	COVERED	1
交易决策架构.md	849	box	D-TRADING	EXCL_XREF	0
交易决策架构.md	850	box	D-REPORTING	EXCL_XREF	0
交易决策架构.md	851	box	D-EX-CORE	EXCL_XREF	0
交易决策架构.md	853	box	D-OPS	EXCL_XREF	0
交易决策架构.md	853	box	D-COMPLIANCE	EXCL_XREF	0
交易决策架构.md	855	box	DB/Redis	COVERED	1
交易决策架构.md	856	upgrade	先投票后辩论	COVERED	2
交易决策架构.md	1015	upgrade	#### 🆕v4.1 突破成败信号详解	TRIAGE	0
交易决策架构.md	1107	upgrade	Density	COVERED	8
交易决策架构.md	1107	upgrade	Prediction	COVERED	26
交易决策架构.md	1107	upgrade	Overlay	COVERED	1
交易决策架构.md	1107	upgrade	Pattern	COVERED	13
交易决策架构.md	1107	upgrade	#### 🆕v4.1 密度预测叠加态统一模式	TRIAGE	0
交易决策架构.md	1182	upgrade	🆕密度预测 ──→ 条件PDF+分布参数	TRIAGE	0
交易决策架构.md	1183	upgrade	🆕共形预测 ──→ 覆盖率保证区间	TRIAGE	0
交易决策架构.md	1184	upgrade	🆕盘中即时反应引擎 ──→ 异常检测→快速执行	TRIAGE	0
交易决策架构.md	1207	upgrade	Fine	COVERED	4
交易决策架构.md	1207	upgrade	C-029模型工厂 ← 🆕漂移检测	COVERED	1
交易决策架构.md	1207	upgrade	触发模型重训练	TRIAGE	0
交易决策架构.md	1210	upgrade	MTF	COVERED	25
交易决策架构.md	1210	upgrade	提供市场状态感知增强。C-014	TRIAGE	0
交易决策架构.md	1210	upgrade	提供**T+1次日8态走势预测	TRIAGE	0
交易决策架构.md	1210	upgrade	大盘+个股双预测体系	COVERED	1
交易决策架构.md	1210	upgrade	🆕v8.0**四轨融合器	TRIAGE	0
交易决策架构.md	1210	upgrade	嵌入四轨融合器和C-047之间	TRIAGE	0
交易决策架构.md	1210	upgrade	两者均未就绪时使用降级模式	TRIAGE	0
交易决策架构.md	1210	upgrade	🆕**收益率条件密度预测	TRIAGE	0
交易决策架构.md	1210	upgrade	嵌入L2-A信号层内部	TRIAGE	0
交易决策架构.md	1210	upgrade	被L2-C大盘预测	TRIAGE	0
交易决策架构.md	1228	upgrade	| ML模型调度 | ❌ 无	TRIAGE	0
交易决策架构.md	1229	upgrade	C-038	COVERED	1
交易决策架构.md	1229	upgrade	C-032	COVERED	1
交易决策架构.md	1231	upgrade	| 拥挤度检测	COVERED	1
交易决策架构.md	1233	upgrade	VPIN/LOB	TRIAGE	0
交易决策架构.md	1238	upgrade	| 密度预测	COVERED	6
交易决策架构.md	1379	upgrade	密度预测的因子侧支撑	TRIAGE	0
交易决策架构.md	1409	heading	Multi-Dimensional	COVERED	4
交易决策架构.md	1409	heading	Sentiment	COVERED	18
交易决策架构.md	1409	heading	Composite	COVERED	1
交易决策架构.md	1409	heading	Index	COVERED	2
交易决策架构.md	1465	heading	Volatility	COVERED	3
交易决策架构.md	1465	heading	Regime	COVERED	20
交易决策架构.md	1465	heading	Transition	COVERED	1
交易决策架构.md	1465	heading	Key	COVERED	7
交易决策架构.md	1465	heading	Date	COVERED	315
交易决策架构.md	1465	heading	Alert	COVERED	23
交易决策架构.md	1515	heading	Fill	COVERED	141
交易决策架构.md	1515	heading	Probability	COVERED	1
交易决策架构.md	1573	heading	Short	COVERED	73
交易决策架构.md	1573	heading	Squeeze	COVERED	1
交易决策架构.md	1573	heading	Detection	COVERED	63
交易决策架构.md	1634	heading	Intraday	COVERED	18
交易决策架构.md	1634	heading	Volume	COVERED	5
交易决策架构.md	1634	heading	Structure	COVERED	4
交易决策架构.md	1634	heading	Order	COVERED	89
交易决策架构.md	1684	heading	Wyckoff	COVERED	8
交易决策架构.md	1684	heading	Accumulation	COVERED	1
交易决策架构.md	1684	heading	Bottom	COVERED	3
交易决策架构.md	1684	heading	Confirmation	COVERED	2
交易决策架构.md	1742	heading	Multi-Indicator	COVERED	1
交易决策架构.md	1742	heading	Divergence	COVERED	13
交易决策架构.md	1781	heading	Sector	COVERED	21
交易决策架构.md	1781	heading	Reallocation	COVERED	1
交易决策架构.md	1832	heading	Relative	COVERED	5
交易决策架构.md	1832	heading	Strength	COVERED	60
交易决策架构.md	1832	heading	Screening	COVERED	15
交易决策架构.md	1870	heading	Momentum	COVERED	8
交易决策架构.md	1870	heading	Leadership	COVERED	1
交易决策架构.md	1870	heading	Limit-Up	COVERED	22
交易决策架构.md	1926	heading	Hierarchy	COVERED	1
交易决策架构.md	1926	heading	Persistence	COVERED	5
交易决策架构.md	1968	heading	Inter-Sector	COVERED	1
交易决策架构.md	1968	heading	Migration	COVERED	1
交易决策架构.md	2021	heading	Extreme	COVERED	5
交易决策架构.md	2021	heading	Reversal	COVERED	5
交易决策架构.md	2021	heading	Capitulation	COVERED	1
交易决策架构.md	2060	heading	False	EXCL_GENERIC	0
交易决策架构.md	2060	heading	Breakout	COVERED	6
交易决策架构.md	2060	heading	Bull	COVERED	1
交易决策架构.md	2060	heading	Trap	COVERED	1
交易决策架构.md	2099	heading	Sentiment-Price	COVERED	1
交易决策架构.md	2148	heading	Secondary	COVERED	25
交易决策架构.md	2148	heading	Test	COVERED	254
交易决策架构.md	2148	heading	Continuation	COVERED	1
交易决策架构.md	2196	heading	Regime-Switching	COVERED	1
交易决策架构.md	2213	heading	Ensemble	TRIAGE	0
交易决策架构.md	2258	heading	Distribution	COVERED	27
交易决策架构.md	2258	heading	CVD	COVERED	4
交易决策架构.md	2310	heading	Overnight	COVERED	2
交易决策架构.md	2310	heading	Global	COVERED	1
交易决策架构.md	2310	heading	Market	COVERED	66
交易决策架构.md	2310	heading	Contagion	COVERED	5
交易决策架构.md	2310	heading	Impact	COVERED	1
交易决策架构.md	2310	heading	Assessment	COVERED	2
交易决策架构.md	2348	heading	Supply	COVERED	1
交易决策架构.md	2348	heading	Chain	COVERED	2
交易决策架构.md	2348	heading	Industry	COVERED	9
交易决策架构.md	2571	heading	Identification	COVERED	2
交易决策架构.md	2619	heading	Coordinated	COVERED	1
交易决策架构.md	2619	heading	Trading	COVERED	94
交易决策架构.md	2673	heading	IC-Weighted	COVERED	1
交易决策架构.md	2673	heading	Multi-Factor	COVERED	6
交易决策架构.md	2673	heading	Potential	COVERED	5
交易决策架构.md	2673	heading	Scoring	COVERED	10
交易决策架构.md	2724	heading	Heterogeneous	COVERED	1
交易决策架构.md	2724	heading	Interaction	COVERED	5
交易决策架构.md	2778	heading	Auction	COVERED	5
交易决策架构.md	2778	heading	Microstructure	COVERED	2
交易决策架构.md	2827	heading	Stock	COVERED	164
交易决策架构.md	2827	heading	Selection	COVERED	128
交易决策架构.md	2861	heading	Crowding	COVERED	4
交易决策架构.md	2861	heading	Launch	COVERED	1
交易决策架构.md	2861	heading	Condition	COVERED	9
交易决策架构.md	2861	heading	Quantitative	COVERED	8
交易决策架构.md	2893	heading	Style	COVERED	3
交易决策架构.md	2930	heading	Northbound	COVERED	1
交易决策架构.md	2930	heading	Capital	COVERED	17
交易决策架构.md	2930	heading	Smart	COVERED	6
交易决策架构.md	2930	heading	Money	COVERED	6
交易决策架构.md	2930	heading	Signal	COVERED	189
交易决策架构.md	2956	heading	Compression	COVERED	1
交易决策架构.md	3009	heading	Cross-Asset	COVERED	1
交易决策架构.md	3009	heading	Network	COVERED	1
交易决策架构.md	3009	heading	Loss	COVERED	46
交易决策架构.md	3009	heading	Effect	COVERED	11
交易决策架构.md	3009	heading	Diffusion	COVERED	4
交易决策架构.md	3125	heading	Derivatives	COVERED	1
交易决策架构.md	3125	heading	Expiration	COVERED	1
交易决策架构.md	3125	heading	Calendar	COVERED	12
交易决策架构.md	3152	heading	A-Share	COVERED	27
交易决策架构.md	3152	heading	Node	COVERED	1
交易决策架构.md	3180	heading	Technical	COVERED	9
交易决策架构.md	3180	heading	Recognition	COVERED	4
交易决策架构.md	3180	heading	Engine	COVERED	257
交易决策架构.md	3337	upgrade	🆕密度预测增强后信号输出升级:	TRIAGE	0
交易决策架构.md	3397	upgrade	🆕体制转换信号注入点	TRIAGE	0
交易决策架构.md	3400	upgrade	🆕收益率条件密度预测注入点	TRIAGE	0
交易决策架构.md	3400	upgrade	来自L2-A密度预测模型	TRIAGE	0
交易决策架构.md	3412	upgrade	### §4.5 🆕收益率条件密度预测模型	TRIAGE	0
交易决策架构.md	3412	upgrade	信号层的分布增强	TRIAGE	0
交易决策架构.md	3465	upgrade	base	COVERED	79
交易决策架构.md	3465	upgrade	Chronos/MOMENT	COVERED	1
交易决策架构.md	3465	upgrade	是金融K线TSFM零样本预测模型	TRIAGE	0
交易决策架构.md	3465	upgrade	由C-029 ML模型工厂管理	TRIAGE	0
交易决策架构.md	3465	upgrade	Transformer/Mamba提供微调增强	TRIAGE	0
交易决策架构.md	3467	upgrade	### §4.5.1 🆕密度预测专业机构实践增强	TRIAGE	0
交易决策架构.md	3635	heading	Right-Side	COVERED	1
交易决策架构.md	3635	heading	Entry	COVERED	2
交易决策架构.md	3829	heading	Matching	COVERED	20
交易决策架构.md	3829	heading	Execution	COVERED	57
交易决策架构.md	3829	heading	Library	COVERED	4
交易决策架构.md	3877	heading	Earnings	COVERED	1
交易决策架构.md	3877	heading	Season	COVERED	1
交易决策架构.md	3877	heading	Event-Driven	COVERED	9
交易决策架构.md	3877	heading	PEAD	COVERED	3
交易决策架构.md	4018	upgrade	#### 🆕v4.1 §5.5密度预测叠加态	TRIAGE	0
交易决策架构.md	4170	heading	Information	COVERED	8
交易决策架构.md	4170	heading	Asymmetry	COVERED	1
交易决策架构.md	4170	heading	Period	COVERED	12
交易决策架构.md	4170	heading	Manipulation	COVERED	1
交易决策架构.md	4373	upgrade	Rotation	COVERED	5
交易决策架构.md	4373	upgrade	Sequence	COVERED	4
交易决策架构.md	4373	upgrade	Tracking	COVERED	30
交易决策架构.md	4402	upgrade	#### 🆕v4.1 §6.1.3密度预测叠加态	TRIAGE	0
交易决策架构.md	4449	upgrade	🆕次日走势8态叠加模型	COVERED	1
交易决策架构.md	4449	upgrade	替代原涨/跌二值预测	COVERED	1
交易决策架构.md	4461	upgrade	🆕8态与收益率条件密度预测的融合	TRIAGE	0
交易决策架构.md	4481	upgrade	🆕双预测体系	TRIAGE	0
交易决策架构.md	4492	upgrade	🆕T+1次日预测自我迭代优化	TRIAGE	0
交易决策架构.md	4532	heading	Change	COVERED	4
交易决策架构.md	4591	upgrade	🆕收益率条件密度预测输出联动	TRIAGE	0
交易决策架构.md	4602	upgrade	Adjustment	COVERED	4
交易决策架构.md	4602	upgrade	Cycle	COVERED	38
交易决策架构.md	4602	upgrade	### §6.6 🆕v4.1 调整周期追踪	TRIAGE	0
交易决策架构.md	4653	upgrade	#### 🆕v4.1 §6.6密度预测叠加态	TRIAGE	0
交易决策架构.md	4675	upgrade	Lifecycle	COVERED	14
交易决策架构.md	4675	upgrade	Phase	EXCL_GENERIC	0
交易决策架构.md	4731	upgrade	#### 🆕v4.1 §6.7密度预测叠加态	TRIAGE	0
交易决策架构.md	4754	heading	Adaptive	COVERED	21
交易决策架构.md	4787	heading	Theme	COVERED	49
交易决策架构.md	4787	heading	Switching	COVERED	2
交易决策架构.md	4853	heading	Reasoning	COVERED	3
交易决策架构.md	4853	heading	Graph	COVERED	642
交易决策架构.md	4911	upgrade	DML/Causal	COVERED	3
交易决策架构.md	4911	upgrade	Forest/DoWhy	COVERED	3
交易决策架构.md	4911	upgrade	消费知识图谱图结构输出关系嵌入增强密度预测	TRIAGE	0
交易决策架构.md	4911	upgrade	从定性因果推演升级为定量因果推断	TRIAGE	0
交易决策架构.md	5072	upgrade	PPO	COVERED	5
交易决策架构.md	5072	upgrade	> 🆕v3.6: 新增盘中即时反应决策引擎	TRIAGE	0
交易决策架构.md	5072	upgrade	+ RL增强	TRIAGE	0
交易决策架构.md	5072	upgrade	+ 自动策略发现	TRIAGE	0
交易决策架构.md	5086	upgrade	🆕策略冷启动协议	TRIAGE	0
交易决策架构.md	5086	upgrade	⑦上线审批→⑧实盘监控之间的过渡机制	COVERED	1
交易决策架构.md	5115	upgrade	#### 🆕v4.1 §8.2密度预测叠加态	TRIAGE	0
交易决策架构.md	5224	upgrade	Phase 1前方案/密度预测降级备选	TRIAGE	0
交易决策架构.md	5224	upgrade	Phase 1起仅当密度预测不可用时使用	TRIAGE	0
交易决策架构.md	5229	heading	Return	COVERED	1
交易决策架构.md	5229	heading	Expected	COVERED	1
交易决策架构.md	5229	heading	Value	COVERED	15
交易决策架构.md	5268	heading	Core-Satellite	COVERED	2
交易决策架构.md	5268	heading	Management	COVERED	61
交易决策架构.md	5302	heading	Sizing	COVERED	6
交易决策架构.md	5302	heading	Parity	COVERED	3
交易决策架构.md	5302	heading	Optimization	COVERED	37
交易决策架构.md	5353	heading	Matrix	COVERED	14
交易决策架构.md	5432	upgrade	DQN	COVERED	2
交易决策架构.md	5461	upgrade	🆕流动性风险监控:	TRIAGE	0
交易决策架构.md	5466	upgrade	🆕相关性体制监控:	TRIAGE	0
交易决策架构.md	5485	upgrade	大盘预测	COVERED	3
交易决策架构.md	5485	upgrade	未就绪降级模式: 不使用8态预测约束评分调整	TRIAGE	0
交易决策架构.md	5486	upgrade	未就绪降级模式: 降级为固定比例仓位	TRIAGE	0
交易决策架构.md	5487	upgrade	跳过融合仲裁	COVERED	1
交易决策架构.md	5487	upgrade	恢复=卖出决策引擎上线后切换为融合仲裁模式	TRIAGE	0
交易决策架构.md	5497	upgrade	Almgren	COVERED	18
交易决策架构.md	5497	upgrade	🆕执行算法子层	TRIAGE	0
交易决策架构.md	5528	upgrade	含降级模式详见§14.2	TRIAGE	0
交易决策架构.md	5547	upgrade	VaR	COVERED	246
交易决策架构.md	5549	upgrade	| 🆕密度预测尾部风险 vs C-004风控	TRIAGE	0
交易决策架构.md	5549	upgrade	| 密度预测CVaR优先	TRIAGE	0
交易决策架构.md	5550	upgrade	| 🆕密度预测校准失败 vs C-004风控	TRIAGE	0
交易决策架构.md	5551	upgrade	| 🆕密度预测偏度 vs C-031置信度	TRIAGE	0
交易决策架构.md	5553	heading	Post-Entry	COVERED	1
交易决策架构.md	5553	heading	Instant	COVERED	1
交易决策架构.md	5553	heading	Validation	COVERED	91
交易决策架构.md	5553	heading	Quick	COVERED	1
交易决策架构.md	5553	heading	Correction	COVERED	5
交易决策架构.md	5579	heading	Systemic	COVERED	12
交易决策架构.md	5579	heading	Tiered	COVERED	5
交易决策架构.md	5579	heading	Tail	COVERED	9
交易决策架构.md	5607	heading	Performance	COVERED	20
交易决策架构.md	5607	heading	Attribution	COVERED	23
交易决策架构.md	5607	heading	Degradation	COVERED	10
交易决策架构.md	5645	heading	Dynamic	COVERED	2
交易决策架构.md	5645	heading	Bayesian	COVERED	3
交易决策架构.md	5713	heading	Trade	COVERED	81
交易决策架构.md	5713	heading	Plan	COVERED	525
交易决策架构.md	5713	heading	Deviation	COVERED	2
交易决策架构.md	5713	heading	Anomalous	COVERED	1
交易决策架构.md	5713	heading	Opportunity	COVERED	1
交易决策架构.md	5740	heading	Tree	COVERED	1
交易决策架构.md	5788	heading	Weighting	COVERED	4
交易决策架构.md	5788	heading	via	EXCL_GENERIC	0
交易决策架构.md	5788	heading	Averaging	COVERED	1
交易决策架构.md	5840	heading	Timing	COVERED	1
交易决策架构.md	5883	upgrade	> 🆕v3.6: 漂移检测三闭环	TRIAGE	0
交易决策架构.md	5883	upgrade	+ 共形V5覆盖率反馈	TRIAGE	0
交易决策架构.md	5924	upgrade	偏度/峰度预测偏差→特征工程调整	TRIAGE	0
交易决策架构.md	5925	upgrade	D-Agent-Quant	EXCL_XREF	0
交易决策架构.md	5925	upgrade	⑮ 🆕v8.2因子-模型联合优化	TRIAGE	0
交易决策架构.md	5925	upgrade	还评估模型对因子变化的敏感度	TRIAGE	0
交易决策架构.md	5925	upgrade	模型精度下降时不仅调参	TRIAGE	0
交易决策架构.md	5989	upgrade	🆕v3.4增强: 分布参数纳入决策路径	TRIAGE	0
交易决策架构.md	5990	upgrade	VaR95	TRIAGE	0
交易决策架构.md	5990	upgrade	因子A	TRIAGE	0
交易决策架构.md	5990	upgrade	信号B	TRIAGE	0
交易决策架构.md	5990	upgrade	🆕密度预测	COVERED	2
交易决策架构.md	6059	upgrade	🆕密度预测模型的回测验证标准	TRIAGE	0
交易决策架构.md	6090	upgrade	🆕收益率条件密度预测模型	TRIAGE	0
交易决策架构.md	6092	upgrade	🆕远期模型岗位	TRIAGE	0
交易决策架构.md	6203	upgrade	🆕C-014 T+1次日8态预测约束评分调整	TRIAGE	0
交易决策架构.md	6204	upgrade	🆕收益率条件密度预测评分增强	TRIAGE	0
交易决策架构.md	6213	upgrade	🆕第四层：事件驱动分布筛选	TRIAGE	0
交易决策架构.md	6222	upgrade	消费§4.5.1-B3事件驱动密度预测输出	TRIAGE	0
交易决策架构.md	6405	upgrade	🆕C-010报告复盘归因	TRIAGE	0
交易决策架构.md	6476	upgrade	| 🆕C-004流动性监控	TRIAGE	0
交易决策架构.md	6479	upgrade	>60%→加仓信号降权/推迟	COVERED	1
交易决策架构.md	6480	upgrade	| 🆕卖出信号融合	TRIAGE	0
交易决策架构.md	6480	upgrade	风控触发时无条件覆盖	COVERED	1
交易决策架构.md	6481	upgrade	| 🆕卖出信号	TRIAGE	0
交易决策架构.md	6481	upgrade	卖出信号触发→买入信号自动丢弃	COVERED	1
交易决策架构.md	6481	upgrade	买入先于卖出触发时需重新评估	COVERED	1
交易决策架构.md	6482	upgrade	max	COVERED	37
交易决策架构.md	6482	upgrade	风控说减仓70%+卖出信号50%→按风控比例执行	COVERED	1
交易决策架构.md	6482	upgrade	卖出信号	COVERED	66
交易决策架构.md	6485	upgrade	| 🆕跨策略仓位合并	TRIAGE	0
交易决策架构.md	6598	upgrade	D-SIGNAL	EXCL_XREF	0
交易决策架构.md	6598	upgrade	D-RISK	EXCL_XREF	0
